terminalName;id;name;lat;long;coordsLngLat;installed;locked;temporary;public;nbBikes;nbEmptyDocks
6035;34;Viger/Jeanne Mance;45.504803;-73.5612;[-73.5612, 45.504803];1;0;0;1;0;3
6036;35;de la Commune / Saint-Sulpice;45.50406857;-73.55360627;[-73.553606271744, 45.504068569843];1;0;0;1;0;43
6037;36;Saint-Nicolas / Place d'Youville;45.50197438;-73.55515659;[-73.555156588554, 45.501974378779];1;0;0;1;0;14
6038;37;McGill / d'Youville;45.49975;-73.55566;[-73.55566, 45.49975];1;0;0;1;0;23
6039;38;McGill / des Récollets;45.500779;-73.558826;[-73.558826, 45.500779];1;0;0;1;0;12
6040;39;Saint-Jacques / Saint-Pierre;45.5028;-73.55917;[-73.55917, 45.5028];1;0;0;1;0;22
6041;40;Saint-Jacques / Gauvin;45.500674;-73.561082;[-73.561082, 45.500674];1;0;0;1;0;10
6042;41;de la Gauchetière / University;45.500675;-73.565354;[-73.565354, 45.500675];1;0;0;1;0;3
6043;42;Square Victoria;45.50206;-73.56295;[-73.56295, 45.50206];1;0;0;1;0;1
6044;43;Rue St-André / Roy;45.52169;-73.570209;[-73.570209, 45.52169];1;0;0;1;0;15
6046;45;de la Gauchetière / Mansfield;45.49871;-73.56671;[-73.56671, 45.49871];1;0;0;1;0;0
6047;123;University / Prince-Arthur;45.50733;-73.57845;[-73.57845, 45.50733];1;0;0;1;0;39
6048;47;Prince/Ottawa;45.497438;-73.556716;[-73.556716, 45.497438];1;0;0;1;0;5
6049;48;King / Wellington;45.4982;-73.55488;[-73.55488, 45.4982];1;0;0;1;0;0
6050;49;de la Commune / McGill;45.49886;-73.55232;[-73.55232, 45.49886];1;0;0;1;0;3
6051;50;De Gaspé / Marmier;45.529686;-73.601728;[-73.601728, 45.529686];1;0;0;1;0;3
6052;51;De la Commune / King;45.497438;-73.552802;[-73.552802, 45.497438];1;0;0;1;0;39
6053;52;Belmont / Beaver Hall;45.502326;-73.565138;[-73.565138, 45.502326];1;0;0;1;0;16
6057;55;Peel / ave des Canadiens de Montréal;45.497697;-73.568646;[-73.568646, 45.497697];1;0;0;1;0;0
6058;56;Drummond / Rene Levesque;45.497196;-73.571384;[-73.571384, 45.497196];1;0;0;1;0;0
6059;57;Metcalfe / Sainte-Catherine;45.50068474;-73.57215643;[-73.572156429291, 45.500684739422];1;0;0;1;0;31
6060;58;Mansfield / René-Lévesque;45.50015;-73.56928;[-73.56928, 45.50015];1;0;0;1;0;6
6061;59;Sainte-Catherine / McGill College;45.50176;-73.57128;[-73.57128, 45.50176];1;0;0;1;0;0
6062;60;Drummond / Sainte-Catherine;45.4986393;-73.57422709;[-73.57422709465, 45.498639303304];1;0;0;1;0;0
6063;61;Drummond / de Maisonneuve;45.49947;-73.57591;[-73.57591, 45.49947];1;0;0;1;0;0
6064;62;de Maisonneuve / Stanley;45.50038;-73.57507;[-73.57507, 45.50038];1;0;0;1;0;41
6065;63;de la montagne / Sherbrooke;45.499532;-73.57869;[-73.57869, 45.499532];1;0;0;1;0;18
6066;403;Mansfield / Ste-Catherine ;45.5014018;-73.5718136;[-73.5718136, 45.5014018];1;0;0;1;0;0
6067;64;de Maisonneuve / University;45.503475;-73.572103;[-73.572103, 45.503475];1;0;0;1;0;23
6068;65;Mansfield / Sherbrooke;45.50297;-73.57505;[-73.57505, 45.50297];1;0;0;1;0;12
6070;67;University / Milton;45.50624;-73.57622;[-73.57622, 45.50624];1;0;0;1;0;0
6072;133;Union/Maisonneuve;45.504844;-73.571226;[-73.571226, 45.504844];1;0;0;1;0;31
6073;68;de Maisonneuve / Aylmer;45.50501;-73.57069;[-73.57069, 45.50501];1;0;0;1;0;0
6075;134;University / des Pins;45.508356;-73.580498;[-73.580498, 45.508356];1;0;0;1;0;0
6076;69;St-Clément/Ste-Catherine;45.556225;-73.530067;[-73.530067, 45.556225];1;0;0;1;0;18
6078;71;de Maisonneuve / de Bleury;45.50708;-73.56917;[-73.56917, 45.50708];1;0;0;1;0;68
6079;124;Hutchison/ Prince Arthur;45.509864;-73.576105;[-73.576105, 45.509864];1;0;0;1;0;0
6080;72;Mackay / René-Lévesque;45.49449932;-73.57417345;[-73.57417345047, 45.494499323782];1;0;0;1;0;3
6081;73;Saint-Alexandre / Sainte-Catherine (Stationnement du Gesù);45.505;-73.566379;[-73.566379, 45.505];1;0;0;1;0;33
6082;74;6e avenue/Rosemont;45.550613;-73.582883;[-73.582883, 45.550613];1;0;0;1;0;23
6083;75;Square Phillips;45.5041581;-73.5686929;[-73.5686929, 45.5041581];1;0;0;1;0;31
6084;76;Lambert-Closse / Tupper;45.489609;-73.582445;[-73.582445, 45.489609];1;0;0;1;0;19
6085;77;Notre-Dame / Peel;45.4952;-73.56328;[-73.56328, 45.4952];1;0;0;1;0;38
6086;290;Peel / Ottawa;45.493962;-73.559644;[-73.559644, 45.493962];1;0;0;1;0;6
6087;291;Notre-Dame / de la Montagne ;45.49302901;-73.56481791;[-73.564817905426, 45.493029012584];1;0;0;1;0;26
6088;292;Guy / Notre-Dame;45.489951;-73.567091;[-73.567091, 45.489951];1;0;0;1;0;19
6089;78;Saint-Jacques / Guy;45.49138;-73.57015;[-73.57015, 45.49138];1;0;0;1;0;15
6090;79;Métro Lucien-L'Allier  (Lucien l'Allier/Argyle);45.49486;-73.57108;[-73.57108, 45.49486];1;0;0;1;0;17
6091;80;Joseph Manceau / René-Lévesque;45.492147;-73.576453;[-73.576453, 45.492147];1;0;0;1;0;0
6092;81;Crescent / René-Lévesque;45.49606;-73.57348;[-73.57348, 45.49606];1;0;0;1;0;0
6093;126;Atwater / Sherbrooke;45.49132175;-73.5878098;[-73.587809801102, 45.491321748861];1;0;0;1;0;22
6094;194;Gaspé / Fairmount ;45.525669;-73.593016;[-73.593016, 45.525669];1;0;0;1;0;19
6095;84;Chomedey / de Maisonneuve;45.49156;-73.5838;[-73.5838, 45.49156];1;0;0;1;0;19
6096;85;Torrance/Lucien L'Aller;45.493951;-73.569299;[-73.569299, 45.493951];1;0;0;1;0;16
6097;86;Towers/ Ste-Catherine;45.492504;-73.581088;[-73.581088, 45.492504];1;0;0;1;0;25
6098;87;Bishop / Sainte-Catherine;45.49642;-73.57616;[-73.57616, 45.49642];1;0;0;1;0;27
6099;88;Bishop / de Maisonneuve;45.49742103;-73.57791245;[-73.57791245, 45.49742103];1;0;0;1;0;0
6100;89;de Maisonneuve / Mackay;45.49659;-73.57851;[-73.57851, 45.49659];1;0;0;1;0;34
6101;90;Metro Villa Maria (Décarie / Monkland);45.479483;-73.61979;[-73.61979, 45.479483];1;0;0;1;0;11
6102;91;Lincoln / Dufort;45.493034;-73.583836;[-73.583836, 45.493034];1;0;0;1;0;15
6103;92;Lespérance/Rouen;45.538799;-73.552496;[-73.552496, 45.538799];1;0;0;1;0;19
6104;93;Wolfe / René-Lévesque;45.51687265;-73.5541749;[-73.554174900055, 45.516872646827];1;0;0;1;0;12
6105;94;Plessis / René-Lévesque;45.51954;-73.552;[-73.552, 45.51954];1;0;0;1;0;19
6106;95;René-Lévesque / Papineau;45.52114;-73.54926;[-73.54926, 45.52114];1;0;0;1;0;4
6107;96;St-Mathieu /Ste-Catherine ;45.493718;-73.579186;[-73.579186, 45.493718];1;0;0;1;0;21
6108;97;Logan / Fullum;45.52844869;-73.551085;[-73.55108499527, 45.528448693514];1;0;0;1;0;19
6109;98;Plage du parc Jean-Drapeau;45.498293;-73.52186;[-73.52186, 45.498293];1;0;0;1;0;19
6110;99;Poupart / Sainte-Catherine;45.529033;-73.54641;[-73.54641, 45.529033];1;0;0;1;0;14
6111;100;Parthenais / Sainte-Catherine;45.52622;-73.54933;[-73.54933, 45.52622];1;0;0;1;0;18
6112;101;Montcalm/Maisonneuve;45.519157;-73.55786;[-73.55786, 45.519157];1;0;0;1;0;19
6113;102;Alexandre-DeSève / Maisonneuve;45.5219;-73.55534;[-73.55534, 45.5219];1;0;0;1;0;19
6114;103;Métro Papineau (Cartier / Ste-Catherine);45.52353;-73.55199;[-73.55199, 45.52353];1;0;0;1;0;24
6115;104;Benny/ Monkland;45.466965;-73.631664;[-73.631664, 45.466965];1;0;0;1;0;15
6116;105;Plessis / Ontario;45.523584;-73.560941;[-73.560941, 45.523584];1;0;0;1;0;19
6117;106;Robin / de la Visitation;45.52087;-73.55922;[-73.55922, 45.52087];1;0;0;1;0;15
6118;107;Champlain / Ontario;45.52504754;-73.56003553;[-73.560035526752, 45.5250475373];1;0;0;1;0;19
6119;108;Dorion / Ontario;45.52697;-73.558021;[-73.558021, 45.52697];1;0;0;1;0;23
6120;109;Poupart / Ontario;45.53194;-73.553435;[-73.553435, 45.53194];1;0;0;1;0;0
6121;110;Gascon/Rouen;45.53552845;-73.55538726;[-73.55538726, 45.53552845];1;0;0;1;0;23
6122;111;Logan / d'Iberville;45.53057;-73.54913;[-73.54913, 45.53057];1;0;0;1;0;13
6123;112;Alexandre de Sève / La Fontaine;45.523217;-73.558187;[-73.558187, 45.523217];1;0;0;1;0;14
6124;113;Poupart/Ontario;45.531834;-73.553478;[-73.553478, 45.531834];1;0;0;1;0;23
6125;114;Ellendale/Côte-Des-Neiges;45.499757;-73.629298;[-73.629298, 45.499757];1;0;0;1;0;13
6126;115;Rouen / Fullum;45.53217;-73.55859;[-73.55859, 45.53217];1;0;0;1;0;0
6127;116;Henri Julien/Castelneau;45.537877;-73.618323;[-73.618323, 45.537877];1;0;0;1;0;11
6128;117;Wurtele / Rouen;45.537559;-73.553515;[-73.553515, 45.537559];1;0;0;1;0;0
6129;121;de Bordeaux / Sherbrooke;45.53002706;-73.56317639;[-73.563176393509, 45.530027060788];1;0;0;1;0;15
6130;118;Sherbrooke / Frontenac;45.5367;-73.56081;[-73.56081, 45.5367];1;0;0;1;0;15
6131;119;Fullum / Sherbrooke ;45.533924;-73.562425;[-73.562425, 45.533924];1;0;0;1;0;35
6132;136;Larivière / de Lorimier;45.52915521;-73.55941057;[-73.559410572052, 45.529155206246];1;0;0;1;0;23
6133;120;Terasse Mercure / Fulum;45.535614;-73.566014;[-73.566014, 45.535614];1;0;0;1;0;19
6134;135;Gascon/Rachel;45.537964;-73.562643;[-73.562643, 45.537964];1;0;0;1;0;19
6136;137;Métro Laurier (Rivard/ Bibaud);45.527777;-73.589652;[-73.589652, 45.527777];1;0;0;1;0;15
6137;138;Gauthier / Papineau;45.530202;-73.56663;[-73.56663, 45.530202];1;0;0;1;0;0
6138;139;Gauthier / De Lorimier;45.531818;-73.565317;[-73.565317, 45.531818];1;0;0;1;0;11
6139;140;Gauthier / des Érables;45.53237;-73.56437;[-73.56437, 45.53237];1;0;0;1;0;11
6140;141;Marquette / Rachel;45.52980158;-73.57028961;[-73.570289611816, 45.529801582461];1;0;0;1;0;15
6141;142;de Bordeaux / Rachel;45.53227;-73.56828;[-73.56828, 45.53227];1;0;0;1;0;27
6142;143;Calixa Lavalée / Rachel;45.527791;-73.572056;[-73.572056, 45.527791];1;0;0;1;0;31
6143;144;Rachel / Brébeuf;45.52689;-73.57264;[-73.57264, 45.52689];1;0;0;1;0;14
6145;145;du Parc-La Fontaine / Duluth;45.52469;-73.57221;[-73.57221, 45.52469];1;0;0;1;0;19
6146;146;du Parc-La Fontaine / Roy;45.523084;-73.568731;[-73.568731, 45.523084];1;0;0;1;0;19
6147;147;Calixa-Lavallée / Sherbrooke;45.52479;-73.56545;[-73.56545, 45.52479];1;0;0;1;0;27
6148;148;Émile-Duployé / Sherbrooke;45.52729;-73.56463;[-73.56463, 45.52729];1;0;0;1;0;31
6149;149;Chapleau / Mont-Royal;45.53867;-73.56936;[-73.56936, 45.53867];1;0;0;1;0;27
6150;150;Terrasse Guindon / Fullum ;45.537169;-73.56905;[-73.56905, 45.537169];1;0;0;1;0;17
6151;151;des Érables / Mont-Royal;45.53565;-73.57172;[-73.57172, 45.53565];1;0;0;1;0;19
6152;152;Chabot / Mont-Royal;45.53413437;-73.57349217;[-73.57349216938, 45.534134366108];1;0;0;1;0;1
6153;153;Cartier/Marie-Anne;45.532674;-73.571776;[-73.571776, 45.532674];1;0;0;1;0;0
6154;154;Marquette / Mont-Royal;45.53229;-73.57544;[-73.57544, 45.53229];1;0;0;1;0;19
6155;155;Garnier / Mont-Royal;45.53092;-73.57674;[-73.57674, 45.53092];1;0;0;1;0;27
6156;156;Marie-Anne / de la Roche;45.52773841;-73.57624948;[-73.576249480247, 45.527738413791];1;0;0;1;0;19
6157;157;de la Roche / Mont-Royal;45.52856;-73.57828;[-73.57828, 45.52856];1;0;0;1;0;23
6158;158;Gilford / Brébeuf;45.53073;-73.58153;[-73.58153, 45.53073];1;0;0;1;0;19
6159;159;Villeray/Lajeunesse;45.542067;-73.622386;[-73.622386, 45.542067];1;0;0;1;0;11
6160;160;Garnier / Saint-Joseph;45.53297;-73.58118;[-73.58118, 45.53297];1;0;0;1;0;23
6161;161;Cartier / Saint-Joseph;45.53576;-73.57867;[-73.57867, 45.53576];1;0;0;1;0;18
6162;162;Fullum / Saint-Joseph;45.54003;-73.575158;[-73.575158, 45.54003];1;0;0;1;0;15
6163;163;Marquette / Laurier;45.53543;-73.5822;[-73.5822, 45.53543];1;0;0;1;0;23
6164;164;Lanaudière / Laurier;45.533381;-73.583717;[-73.583717, 45.533381];1;0;0;1;0;19
6165;165;Brébeuf / Laurier;45.53248;-73.58507;[-73.58507, 45.53248];1;0;0;1;0;35
6166;166;Brébeuf / Saint-Grégoire;45.5341;-73.58852;[-73.58852, 45.5341];1;0;0;1;0;26
6167;167;Marquette / Saint-Grégoire;45.53703;-73.58584;[-73.58584, 45.53703];1;0;0;1;0;11
6168;168;Gosford/St-Antoine;45.509842;-73.554995;[-73.554995, 45.509842];1;0;0;1;0;23
6169;169;St-André/Laurier;45.529511;-73.587479;[-73.587479, 45.529511];1;0;0;1;0;15
6170;170;de Mentana / Laurier;45.530046;-73.58677;[-73.58677, 45.530046];1;0;0;1;0;19
6171;171;Wolfe/Robin;45.5195;-73.560269;[-73.560269, 45.5195];1;0;0;1;0;27
6173;173;Cherrier / Berri;45.5191458;-73.5692414;[-73.5692414, 45.5191458];1;0;0;1;0;35
6174;174;Roy / Saint-Denis;45.51908;-73.5727;[-73.5727, 45.51908];1;0;0;1;0;22
6175;175;St-André/Cherrier;45.520578;-73.567733;[-73.567733, 45.520578];1;0;0;1;0;22
6176;176;St-André / Duluth;45.523171;-73.573431;[-73.573431, 45.523171];1;0;0;1;0;19
6177;177;Saint-André / Rachel;45.524222;-73.575771;[-73.575771, 45.524222];1;0;0;1;0;0
6178;178;Duluth  / Berri   ;45.52180403;-73.57489765;[-73.57489765, 45.52180403];1;0;0;1;0;18
6179;179;Duluth/St-Denis;45.520655;-73.575871;[-73.575871, 45.520655];1;0;0;1;0;6
6180;180;Place de la paix (St-Dominique/place du marché);45.50965;-73.561976;[-73.561976, 45.50965];1;0;0;1;0;18
6181;181;Clark/Rachel;45.516853;-73.582648;[-73.582648, 45.516853];1;0;0;1;0;23
6182;182;Bullion / Mont-Royal;45.5215;-73.5851;[-73.5851, 45.5215];1;0;0;1;0;11
6183;183;Laval / Mont-Royal;45.52241291;-73.58412981;[-73.584129810333, 45.522412909217];1;0;0;1;0;23
6184;184;Métro Mont-Royal (Rivard/Mont-Royal);45.524673;-73.58255;[-73.58255, 45.524673];1;0;0;1;0;35
6185;185;Des érables/Bélanger;45.549286;-73.601006;[-73.601006, 45.549286];1;0;0;1;0;15
6186;186;Boyer / Mont-Royal;45.52743;-73.58002;[-73.58002, 45.52743];1;0;0;1;0;27
6187;187;St-André/ Mont-Royal;45.526466;-73.580927;[-73.580927, 45.526466];1;0;0;1;0;3
6188;188;Mentana / Marie-Anne;45.525983;-73.577808;[-73.577808, 45.525983];1;0;0;1;0;23
6189;189;Chabot/Everett;45.550634;-73.609477;[-73.609477, 45.550634];1;0;0;1;0;11
6190;190;Pontiac/Gilford;45.527008;-73.585852;[-73.585852, 45.527008];1;0;0;1;0;15
6191;191;St-Zotique/Clark;45.531401;-73.612674;[-73.612674, 45.531401];1;0;0;1;0;0
6192;192;Berri/St-Grégoire;45.529802;-73.591766;[-73.591766, 45.529802];1;0;0;1;0;19
6193;193;Esplanade/Fairmount;45.521495;-73.596758;[-73.596758, 45.521495];1;0;0;1;0;19
6194;83;Métro Atwater (Atwater / Maisonneuve);45.489904;-73.585962;[-73.585962, 45.489904];1;0;0;1;0;15
6195;195;de Bullion / Boul. Saint-Joseph;45.52377;-73.58978;[-73.58978, 45.52377];1;0;0;1;0;19
6196;196;Villeneuve/St-Laurent;45.52157;-73.58918;[-73.58918, 45.52157];1;0;0;1;0;19
6197;197;Cartier/Masson;45.537985;-73.583502;[-73.583502, 45.537985];1;0;0;1;0;19
6198;198;Hélène-Baillargeon / Saint-Denis;45.52974;-73.59527;[-73.59527, 45.52974];1;0;0;1;0;4
6199;199;Clark / Saint-Viateur;45.52517156;-73.59937549;[-73.599375486374, 45.525171560973];1;0;0;1;0;19
6200;200;Maguire / Saint-Laurent;45.52457;-73.59588;[-73.59588, 45.52457];1;0;0;1;0;7
6201;201;Villeneuve / de l'Hôtel-de-Ville;45.52352541;-73.58750939;[-73.587509393692, 45.52352540631];1;0;0;1;0;23
6202;122;Sainte-Famille / Sherbrooke;45.510016;-73.570654;[-73.570654, 45.510016];1;0;0;1;0;23
6203;202;Hutchison / Sherbrooke;45.50781;-73.57208;[-73.57208, 45.50781];1;0;0;1;0;3
6204;46;Milton / Durocher;45.508231;-73.574707;[-73.574707, 45.508231];1;0;0;1;0;31
6205;203;Milton / du Parc;45.50971;-73.57354;[-73.57354, 45.50971];1;0;0;1;0;31
6206;204;Prince-Arthur / du Parc;45.51059;-73.57547;[-73.57547, 45.51059];1;0;0;1;0;0
6207;205;Sainte-Famille / des Pins;45.51281295;-73.57701659;[-73.577016592026, 45.512812949535];1;0;0;1;0;15
6208;206;Hutchison / des Pins;45.51069;-73.57805;[-73.57805, 45.51069];1;0;0;1;0;19
6209;207;Milton / Clark;45.51252;-73.57062;[-73.57062, 45.51252];1;0;0;1;0;23
6210;208;Metro  Sauvé (Sauvé/Berri);45.5509;-73.656;[-73.656, 45.5509];1;0;0;1;0;15
6211;209;Roy / Saint-Laurent;45.51561;-73.57569;[-73.57569, 45.51561];1;0;0;1;0;23
6212;210;Duluth/Esplanade;45.515201;-73.581394;[-73.581394, 45.515201];1;0;0;1;0;14
6213;211;Duluth / Saint-Laurent;45.5171;-73.57921;[-73.57921, 45.5171];1;0;0;1;0;15
6214;212;Square Saint-Louis;45.51735;-73.56906;[-73.56906, 45.51735];1;0;0;1;0;9
6215;213;Saint-Cuthbert / Saint-Urbain;45.51494;-73.57821;[-73.57821, 45.51494];1;0;0;1;0;19
6216;214;Parc du Mont-Royal;45.51496;-73.58503;[-73.58503, 45.51496];1;0;0;1;0;34
6217;215;Marie-Anne/St-Dominique;45.519523;-73.583618;[-73.583618, 45.519523];1;0;0;1;0;23
6218;404;Prince-Arthur / Saint-Urbain;45.512762;-73.573489;[-73.573489, 45.512762];1;0;0;1;0;19
6219;216;Hôtel de Ville/Roy ;45.51725;-73.574361;[-73.574361, 45.51725];1;0;0;1;0;0
6220;217;Laval / Duluth;45.51923691;-73.57721508;[-73.577215075493, 45.519236909648];1;0;0;1;0;15
6221;218;Mont-Royal / Clark;45.51941;-73.58685;[-73.58685, 45.51941];1;0;0;1;0;23
6222;219;de l'Esplanade / Mont-Royal;45.518228;-73.587772;[-73.587772, 45.518228];1;0;0;1;0;11
6223;220;Mont-Royal / du Parc;45.517;-73.589;[-73.589, 45.517];1;0;0;1;0;33
6224;221;Villeneuve/ Parc;45.51829;-73.59235;[-73.59235, 45.51829];1;0;0;1;0;15
6225;222;Villeneuve / St-Urbain;45.520188;-73.590559;[-73.590559, 45.520188];1;0;0;1;0;11
6226;223;Hopital Maisonneuve Rosemont (Rosemont/Chatelain);45.575707;-73.561562;[-73.561562, 45.575707];1;0;0;1;0;35
6227;224;Esplanade/Laurier;45.520906;-73.594499;[-73.594499, 45.520906];1;0;0;1;0;23
6228;284;Waverly / Van Horne;45.527363;-73.607723;[-73.607723, 45.527363];1;0;0;1;0;11
6229;225;Coloniale/ Mont-Royal;45.52102;-73.585514;[-73.585514, 45.52102];1;0;0;1;0;15
6230;226;Waverly / Saint-Viateur;45.52402527;-73.60042155;[-73.60042154789, 45.524025271152];1;0;0;1;0;15
6231;227;Saint-Viateur / du Parc;45.52246;-73.6019;[-73.6019, 45.52246];1;0;0;1;0;23
6232;285;Hutchison / Van Horne;45.52502123;-73.61073732;[-73.610737323761, 45.525021229213];1;0;0;1;0;19
6233;286;Bernard / Jeanne-Mance;45.52429587;-73.60484719;[-73.604847192764, 45.524295872823];1;0;0;1;0;27
6234;228;Bernard / Clark;45.52697;-73.60261;[-73.60261, 45.52697];1;0;0;1;0;23
6235;229;Saint-Dominique / Saint-Viateur;45.52654332;-73.59823287;[-73.598232865334, 45.52654331973];1;0;0;1;0;19
6236;230;Bordeaux/Laurier;45.537456;-73.579291;[-73.579291, 45.537456];1;0;0;1;0;31
6237;232;Gilford/Lanaudière;45.532013;-73.580541;[-73.580541, 45.532013];1;0;0;1;0;14
6240;236;Hudson/Kent;45.505973;-73.629593;[-73.629593, 45.505973];1;0;0;1;0;23
6241;237;Querbes / Laurier;45.517345;-73.597724;[-73.597724, 45.517345];1;0;0;1;0;15
6243;239;Bloomfield / Bernard;45.519861;-73.606786;[-73.606786, 45.519861];1;0;0;1;0;19
6245;241;Bloomfield / Van Horne;45.5225858;-73.61265779;[-73.61265779, 45.5225858];1;0;0;1;0;14
6246;242;Métro Outremont (Wiseman / Van Horne);45.520265;-73.614887;[-73.614887, 45.520265];1;0;0;1;0;20
6247;243;Casgrain / Saint-Zotique;45.53304;-73.61108;[-73.61108, 45.53304];1;0;0;1;0;15
6248;244;St-Dominique/Rachel;45.518593;-73.581566;[-73.581566, 45.518593];1;0;0;1;0;23
6249;245;Bélanger / Saint-Denis;45.53696;-73.61199;[-73.61199, 45.53696];1;0;0;1;0;15
6250;246;Henri-Julien / Jean-Talon;45.53707;-73.61529;[-73.61529, 45.53707];1;0;0;1;0;23
6251;247;Gaspé/Dante;45.534377;-73.612278;[-73.612278, 45.534377];1;0;0;1;0;19
6252;248;Mozart / Saint-Laurent;45.53318;-73.61544;[-73.61544, 45.53318];1;0;0;1;0;2
6253;249;Lajeunesse / Jean-Talon;45.5397368;-73.61425638;[-73.614256381989, 45.539736803045];1;0;0;1;0;15
6254;250;Boyer / Bélanger;45.54006;-73.60897;[-73.60897, 45.54006];1;0;0;1;0;19
6255;251;Boyer / Saint-Zotique;45.53848;-73.60556;[-73.60556, 45.53848];1;0;0;1;0;19
6257;253;Saint-Vallier / Saint-Zotique;45.536299;-73.607773;[-73.607773, 45.536299];1;0;0;1;0;15
6258;254;Parc Père-Marquette (Chambord / Rosemont);45.537035;-73.593126;[-73.593126, 45.537035];1;0;0;1;0;31
6259;255;Dandurand/De Lorimier;45.540881;-73.584157;[-73.584157, 45.540881];1;0;0;1;0;14
6260;256;Dandurand/Papineau;45.538589;-73.586302;[-73.586302, 45.538589];1;0;0;1;0;19
6261;257;Louis Hémon / Rosemont;45.54458;-73.588069;[-73.588069, 45.54458];1;0;0;1;0;19
6262;258;de la Roche /  Bellechasse ;45.537202;-73.597884;[-73.597884, 45.537202];1;0;0;1;0;1
6263;259;Hampton/Monkland;45.4714;-73.6266;[-73.6266, 45.4714];1;0;0;1;0;15
